Load_demand [kWh],Solar_irradiance [W/m^2],Output power [W/m^2],Grid_connection_condition
8.47,0,0,0
7.27,0,0,1
7.59,0,0,0
9.3,0,0,0
8.64,207,24.063,1
8.53,564,163.197,0
8.31,729,385.596,1
7.7,827,612.342,1
8.95,880,805.104,0
7.99,910,946.402,0
8.37,920,1024.338,1
8.57,923,1034.304,0
9.06,913,973.973,1
7.79,880,845.366,1
8.95,835,665.941,1
7.4,758,446.878,0
8.7,632,218.313,0
8.41,351,32.692,1
7.84,0,0,1
7.74,0,0,1
8.37,0,0,1
8.13,0,0,1
7.58,0,0,0
8.36,0,0,0
7.89,0,0,1
7.72,0,0,0
9.14,0,0,1
7.75,0,0,0
8.39,202,24.069,0
8.85,550,162.12,0
7.75,714,382.807,0
8.03,812,607.572,0
9.01,863,798.199,1
7.7,892,938.596,1
7.46,901,1014.437,1
8.38,900,1023.39,0
9.31,885,962.81,1
7.87,0,25.699,0
8.88,0,19.952,0
7.89,0,79.862,0
9.01,114,152.971,1
8.58,37,43.408,0
8.04,0,0,0
7.65,0,0,0
8.53,0,0,0
7.73,0,0,1
7.74,0,0,1
7.53,0,0,0
20.24,0,0,0
20.59,0,0,0
20.88,0,0,1
23.44,0,0,0
23.78,124,23.214,0
23.65,550,161.617,0
23.83,726,384.153,0
24.38,826,612.578,1
23.72,884,808.311,1
26.05,918,954.074,1
25.42,911,1029.904,0
24,917,1042.16,1
24.38,910,984.453,0
24.36,894,860.71,0
24.39,844,678.99,0
24.05,758,454.711,0
26.91,640,225.038,1
26.21,345,36.176,1
27.51,0,0,0
28.87,0,0,0
28.35,0,0,0
27.88,0,0,1
28.14,0,0,0
28.36,0,0,1
26.46,0,0,0
26.26,0,0,1
27.5,0,0,1
26.6,0,0,1
28.7,280,20.916,1
27.71,634,163.493,0
29.36,790,395.981,1
29.25,873,624.543,1
25.48,919,819.423,1
25.86,944,963.572,1
25.35,943,1038.763,1
12.84,945,1048.551,0
11.37,934,987.619,0
11.48,899,858.46,0
11.24,856,675.714,1
10.5,782,455.834,1
10.42,654,224.177,1
7.65,362,34.565,0
6.9,0,0,1
6.56,0,0,1
7.48,0,0,1
6.21,0,0,1
6.31,0,0,0
7.22,0,0,1
6.93,0,0,0
6.25,0,0,0
7.98,0,0,1
7.55,0,0,0
6.64,211,22.465,1
7.7,561,160.611,1
6.91,721,382.888,1
6.4,809,607.078,0
8.21,859,796.746,0
7.14,889,939.047,0
7.54,910,1019.222,0
7.27,915,1030.886,0
7.32,909,974.494,0
7.62,890,850.587,1
7.48,849,671.668,1
6.61,775,454.175,1
7.9,645,223.493,1
8.17,363,34.847,1
7.15,0,0,0
6.49,0,0,0
7.61,0,0,1
7.03,0,0,0
6.54,0,0,0
7.89,0,0,1
7.71,0,0,0
7.86,0,0,0
7.38,0,0,0
6.95,0,0,1
7.6,252,21.903,0
6.12,615,162.777,1
10.68,776,393.986,1
10.91,865,624.439,0
11.22,917,822.973,0
10.41,948,970.705,1
10.81,954,1050.45,0
11.64,959,1063.69,0
10.68,950,1003.275,1
10.8,917,872.312,0
10.86,876,689.159,1
9.93,802,465.315,1
10.92,666,229.01,0
10.97,369,37.084,1
9.95,0,0,1
9.89,0,0,1
10.96,0,0,0
10.23,0,0,1
10.29,0,0,1
11.42,0,0,0
9.97,0,0,0
10.45,0,0,0
10.63,0,0,1
11.12,0,0,1
10.77,134,24.084,1
9.91,497,156.209,0
11.95,681,372.496,0
9.9,786,597.015,1
9.69,845,788.971,0
9.71,880,933.442,0
10.33,897,1013.353,1
10.27,904,1026.281,0
10.06,898,969.876,1
10.65,884,847.657,1
10.57,755,662.677,0
10.17,150,298.325,0
9.76,0,102.21,1
10.27,0,9.459,1
9.83,0,0,1
9.83,0,0,1
11.27,0,0,1
10.13,0,0,0
6.15,0,0,1
6.33,0,0,0
7.15,0,0,1
5.97,0,0,1
6.94,0,0,1
6.6,0,0,0
5.8,142,23.278,1
6.15,469,152.823,0
7,634,364.755,0
6.26,768,587.584,1
6.39,832,780.93,1
7.11,873,922.097,0
6.31,869,997.63,1
6.56,882,1012.559,0
6.53,881,958.308,1
6.14,851,835.639,1
6.77,4,141.659,1
7.42,0,64.614,0
6.91,0,40.787,0
6.45,0,33.092,0
7.48,0,0,0
6.64,0,0,1
7.57,0,0,0
5.88,0,0,1
5.78,0,0,0
6.57,0,0,0
6.67,0,0,1
6.15,0,0,0
6.67,0,0,1
6.21,0,0,0
7.25,196,20.87,0
6,546,154.1,0
6.92,706,371.714,0
6.42,798,594.436,0
6.6,847,783.057,1
7.22,877,925.591,0
6.67,486,878.625,1
7.04,902,1019.025,0
7.45,896,962.98,0
6.88,874,841.451,1
6.41,30,286.878,1
6.22,381,377.559,1
7.6,262,182.902,0
6.96,333,33.741,1
7.7,0,0,0
7.16,0,0,1
7.85,0,0,0
8.08,0,0,0
6.41,0,0,0
7.37,0,0,0
6.38,0,0,0
6.92,0,0,0
7.83,0,0,0
6.9,0,0,0
7.55,189,20.877,0
6.42,548,153.916,0
6.47,718,374.957,0
8.46,816,600.896,1
6.8,867,793.434,1
7.16,899,938.552,0
7.96,910,1019.501,1
7.18,918,1034.1,0
8.1,912,977.37,1
7.15,879,851.975,0
6.92,838,674.149,1
6.66,762,454.874,1
7.91,697,231.553,0
7.36,400,34.42,0
6.16,0,0,1
7.19,0,0,1
7.18,0,0,0
6.22,0,0,1
7.34,0,0,1
7.68,0,0,1
7.35,0,0,0
7.33,0,0,0
6.64,0,0,1
6.14,0,0,1
6.72,235,20.138,0
7.73,607,158.531,1
6.05,771,388.934,0
6.4,859,619.184,0
8.02,911,818.523,0
6.7,941,965.634,1
6.91,954,1047.904,1
7.14,956,1059.182,0
5.83,944,998.873,1
6.94,88,475.893,0
7.26,679,643.528,1
6.89,599,422.687,1
6.33,645,229.069,1
6.7,356,38.147,0
6.05,0,0,0
7.24,0,0,0
6.24,0,0,0
6.64,0,0,0
7.38,0,0,0
6.65,0,0,1
7.69,0,0,0
6.53,0,0,1
6.85,0,0,0
6.07,0,0,1
5.75,157,20.883,0
5.65,156,122.989,0
7.74,0,54.124,0
6.83,9,181.351,1
6.85,663,769.016,1
6.08,386,769.437,1
6.56,442,924.54,0
7.08,642,974.011,1
7.97,888,971.429,1
6.8,869,848.703,1
5.95,520,589.47,1
7.45,744,451.284,0
6.64,599,223.971,0
7.33,318,38.811,0
6.31,0,0,0
7.29,0,0,1
7.32,0,0,0
7.66,0,0,0
6.66,0,0,0
7.57,0,0,0
6.59,0,0,0
6.82,0,0,0
5.59,0,0,1
6.78,0,0,0
7.74,83,21.729,0
7.01,400,141.001,1
8.45,259,288.813,1
7.5,504,529.513,0
7.78,865,790.088,1
6.54,896,933.69,0
7.69,907,1012.164,1
6.34,902,1020.29,1
7.38,883,959.462,0
7.31,853,836.028,0
6.41,808,659.846,1
6.98,740,446.116,1
7.5,602,220.329,1
6.85,210,37.245,0
7.13,0,0,1
8.08,0,0,0
7.56,0,0,1
8.44,0,0,1
6.15,0,0,0
6.82,0,0,0
7.26,0,0,0
7.5,0,0,0
7.82,0,0,1
7.07,0,0,1
8.35,264,16.559,0
6.03,618,150.076,1
6.86,773,374.255,0
7.19,855,598.593,1
6.79,903,791.552,1
6.92,931,935.51,1
6.24,946,1017.843,0
7.5,949,1030.619,0
6.36,940,972.715,1
6.08,920,850.327,0
7.69,550,613.204,0
7.09,26,202.183,1
6.85,167,168.12,0
8.05,0,28.451,1
7.47,0,0,0
6.71,0,0,0
7.15,0,0,1
7.03,0,0,0
6.33,0,0,0
6.46,0,0,1
9.02,0,0,1
8.15,0,0,1
7.83,0,0,1
8.02,0,0,0
12.51,71,19.336,0
8.4,650,150.866,0
9.63,728,370.723,1
8.4,870,602.205,0
9.57,915,796.617,0
8.63,942,942.432,0
9.12,954,1023.859,1
9.58,957,1036.9,1
9.19,949,978.623,0
8.71,929,854.293,1
9.86,42,313.536,0
8.5,20,190.979,0
8.67,35,128.322,1
10.11,156,40.732,0
8.73,0,0,0
8.87,0,0,0
11.63,0,0,1
10.35,0,0,0
10.02,0,0,0
12.84,0,0,0
12.78,0,0,1
11.87,0,0,0
11.87,0,0,1
9.59,0,0,1
8.4,0,0,0
9.22,0,15.149,1
12.17,0,11.374,1
11.72,289,457.923,0
11.41,476,699.408,1
11.78,290,716.433,1
11.15,939,1014.447,1
11.76,937,1026.526,0
12.66,449,877.218,1
11.4,18,281.079,1
12.15,300,518.756,1
12.03,407,386.849,0
10.83,650,221.668,0
10.25,388,33.493,1
11,0,0,0
10.19,0,0,0
6.21,0,0,0
7.32,0,0,0
6.06,0,0,0
6.05,0,0,1
7.23,0,0,0
6.65,0,0,1
7.48,0,0,1
6.53,0,0,1
7.65,231,15.727,0
6.34,639,149.8,1
5.48,783,375.53,0
5.89,92,341.395,1
6.69,899,794.867,0
7.7,925,938.169,0
6.4,936,1018.739,0
6.87,935,1029.924,1
7.72,924,972.26,1
6.43,903,848.978,1
6.76,863,670.989,1
7.11,796,454.493,1
7.43,2,104.599,1
5.53,421,32.062,1
5.92,0,0,0
6.84,0,0,0
6.66,0,0,0
5.75,0,0,0
6.53,0,0,0
7.32,0,0,1
6.6,0,0,1
6.04,0,0,1
6.2,0,0,1
7.19,0,0,1
6.05,234,16.654,0
11.69,593,146.738,1
10.15,750,370.955,0
9.39,835,595.896,0
10.07,884,790.059,1
10.46,913,935.368,1
10.2,926,1017.175,0
10.45,927,1029.369,1
11.58,917,973.176,0
10.58,893,850.213,1
9.71,851,671.4,1
10.21,780,454.316,0
10.1,646,224.062,1
10.26,377,34.527,0
10.64,0,0,0
10.93,0,0,0
11.33,0,0,1
10.25,0,0,0
10.82,0,0,0
11.4,0,0,1
13.47,0,0,0
21.11,0,0,0
23.59,0,0,1
30.5,0,0,1
31.02,243,15.788,1
32.08,609,145.029,0
30.29,763,369.633,1
28.33,847,593.835,1
30.96,893,787.916,0
30.32,917,931.094,1
30.31,927,1010.521,0
30.3,923,1020.928,1
28.83,907,961.347,1
30.06,477,763.059,1
29.93,6,153.557,0
30.47,0,54.141,1
31.93,30,125.465,1
31.34,0,38.085,0
27.53,0,0,0
27.97,0,0,0
29.26,0,0,0
29.23,0,0,1
28.66,0,0,1
27.61,0,0,0
30.58,0,0,1
31.26,0,0,1
31.61,0,0,0
28.37,0,0,1
30.69,0,0,1
29.21,0,8.517,0
29.53,493,332.388,1
28.85,143,380.038,0
28.73,291,603.963,0
29.07,135,586.752,0
29.01,370,828.422,0
28.82,337,812.852,0
28.8,229,655.434,1
29.27,44,375.852,1
27.62,0,38.024,0
18.35,40,221.92,0
14.24,581,218.955,1
12.9,327,36.087,0
12.59,0,0,0
12.2,0,0,1
7.31,0,0,0
6.7,0,0,0
9.56,0,0,1
7.39,0,0,0
7.93,0,0,1
7.54,0,0,0
9.27,0,0,1
7.8,0,0,1
7.64,0,0,0
9.58,0,6.623,1
7.45,0,82.655,0
8.21,3,140.697,0
8.65,10,191.074,0
8.84,12,189.816,1
7.97,28,409.607,1
6.96,82,569.759,0
9.46,468,804.528,0
8.18,76,441.816,0
8.41,75,355.507,1
8.71,811,460.111,1
8.71,694,229.422,1
8.88,437,30.625,1
8.52,0,0,0
8.07,0,0,1
9.56,0,0,1
8.68,0,0,1
8.33,0,0,1
8.59,0,0,1
7.95,0,0,0
7.36,0,0,0
8.9,0,0,1
7.1,0,0,0
9.73,263,14.113,0
8.24,642,147.4,0
8.94,796,377.06,1
7.34,876,607.29,1
9.15,923,805.885,1
7.83,950,954.315,1
7.84,961,1038.767,0
8.27,963,1051.973,0
8.93,954,994.098,1
9.04,930,868.088,0
7,891,686.182,1
8.92,825,465.732,1
8.74,703,230.813,0
7.6,443,30.681,1
8.24,0,0,1
7.84,0,0,0
7.82,0,0,1
8.2,0,0,1
8.68,0,0,1
9.07,0,0,0
20.46,0,0,0
21.72,0,0,0
21,0,0,0
25.39,0,0,1
22.86,212,14.997,1
24.45,600,142.425,1
23.21,764,369.134,1
21.48,850,596.429,0
22.22,900,794.045,1
23.09,463,769.699,1
23.31,942,1023.563,0
25.51,943,1035.674,0
24.73,934,978.863,0
23.5,910,855.005,1
24.66,80,368.767,1
26.77,0,124.338,0
24.75,0,12.31,0
24.19,415,31.313,0
26.08,0,0,0
28.67,0,0,0
25.93,0,0,1
28.17,0,0,0
27.25,0,0,0
26.04,0,0,1
27.26,0,0,1
28.72,0,0,0
28.55,0,0,0
29.1,0,0,0
29.23,0,0.944,0
29.46,0,10.41,1
27.22,0,16.115,0
29.38,377,488.392,0
28.38,510,713.749,1
27.22,374,755.53,1
27.84,36,448.672,1
27.69,453,942.221,0
27.97,914,972.589,1
27.62,888,849.226,0
28.31,845,671.063,0
15.02,530,407.328,0
13.82,374,198.161,0
11.02,383,31.909,0
11.52,0,0,0
10.56,0,0,0
7.33,0,0,0
6.42,0,0,0
6.57,0,0,0
6.39,0,0,0
8.11,0,0,0
6.36,0,0,1
5.88,0,0,1
6.84,0,0,1
6.9,0,15.159,0
6.85,0,73.035,1
6.65,656,350.729,1
7.33,294,455.004,0
6.68,167,499.587,0
8.04,213,657.303,1
6.49,165,632.569,1
6.63,928,1024.829,1
8.73,160,640.634,0
7.25,883,842.563,1
5.92,0,29.461,0
6.97,516,408.552,0
7.13,0,56.966,1
6.95,244,35.488,0
7.79,0,0,1
7.04,0,0,1
7.09,0,0,0
7.78,0,0,0
7,0,0,1
6.42,0,0,1
6.85,0,0,1
7.03,0,0,1
7.35,0,0,0
7.63,0,0,0
5.84,0,14.209,1
6.97,381,128.114,1
6.95,650,350.039,1
6.47,799,580.563,1
7.03,526,719.699,1
6.12,880,918.803,0
7.91,892,1000.621,0
7.62,436,933.307,1
6.84,162,641.828,1
6.4,45,401.002,1
6.66,0,102.831,1
7.03,0,84.625,0
7.22,0,92.289,0
7,0,27.504,0
6.2,0,0,0
6.2,0,0,1
6.36,0,0,0
6.12,0,0,1
5.58,0,0,0
7.12,0,0,0
18.99,0,0,0
20.01,0,0,1
21.85,0,0,0
22.42,0,0,1
21.34,0,23.254,0
21.69,524,135.52,0
20.8,676,350.062,1
20.56,800,580.011,1
21.73,858,775.554,0
21.67,891,922.078,0
20.77,906,1005.887,1
19.9,908,1019.936,0
23.49,22,347.266,0
20.89,460,753.417,1
20.6,268,504.229,1
19.76,19,188.023,1
21.5,0,83.099,1
20.87,0,8.512,1
21.59,0,0,0
21,0,0,0
21.55,0,0,0
21.36,0,0,0
21.46,0,0,0
25.07,0,0,0
29.49,0,0,1
28.55,0,0,0
26.36,0,0,1
27.65,0,0,1
29.75,0,12.31,1
28.38,34,89.806,1
28.8,428,315.891,0
28.21,844,590.815,1
28.49,891,788.201,0
28.58,916,933.994,1
28.55,927,1016.964,1
27.6,924,1029.412,0
27.81,910,971.968,0
27.94,895,850.962,1
25.84,269,505.166,1
15.82,794,455.733,1
13.14,205,173.062,1
14.36,164,37.44,0
14.08,0,0,1
11.69,0,0,0
8.69,0,0,1
7.56,0,0,0
7.24,0,0,0
7.97,0,0,0
7.73,0,0,1
7.23,0,0,1
6.39,0,0,1
6.84,0,0,1
7.79,0,19.876,1
6.6,0,30.331,0
8.19,765,362.266,1
7.56,854,591.633,0
8.46,900,789.21,1
6.37,924,934.483,0
7.25,196,703.072,1
7.44,932,1030.919,1
7.6,16,261.009,1
8.05,35,372.38,1
7.47,13,207.139,1
8.15,4,147.046,1
6.74,333,191.062,1
6.82,163,37.32,1
8.17,0,0,0
6.48,0,0,1
7.95,0,0,1
8.41,0,0,0
7.43,0,0,0
7.78,0,0,1
7.53,0,0,0
6.52,0,0,0
7.48,0,0,0
7.32,0,0,0
7.81,0,4.726,0
6.67,54,93.543,1
7.9,442,316.314,0
6.28,81,323.895,1
7.04,183,529.398,0
8.16,413,795.659,1
8,944,1016.455,1
7.29,942,1029.342,1
7.05,30,363.762,0
7.07,2,117.115,0
6.35,13,217.696,1
7.07,0,49.381,1
8.07,39,126.124,0
8.41,0,13.251,0
7.34,0,0,0
7.68,0,0,1
7.27,0,0,0
6.94,0,0,0
7.08,0,0,1
7.83,0,0,1
6.9,0,0,0
7.53,0,0,1
7.18,0,0,1
12.42,0,0,0
8.38,0,18.969,0
8.32,344,122.164,1
9.37,349,296.212,0
8.58,381,471.756,1
8.24,908,787.513,1
8.41,115,556.5,0
8.93,293,785.05,0
8.54,947,1035.86,0
8.83,23,354.305,1
8.27,37,378.262,1
9.89,0,40.876,1
9.85,326,363.169,1
10.24,266,180.809,0
9.64,401,27.476,1
9.88,0,0,1
9.5,0,0,1
10.19,0,0,0
10.36,0,0,0
9.63,0,0,1
8.03,0,0,1
8.26,0,0,0
7.99,0,0,1
7.49,0,0,0
8.91,0,0,1
8.01,189,10.895,0
8.16,605,135.005,1
8.78,771,362.656,0
8.53,860,593.895,1
7.66,315,611.991,0
8.51,933,940.597,0
10.59,945,1024.468,0
10.16,944,1037.455,1
10.23,933,980.674,1
10.02,909,856.233,1
9.81,221,476.19,0
9.58,254,339.624,0
8.52,0,68.27,1
7.48,0,1.89,0
8.6,0,0,0
7.89,0,0,1
7.21,0,0,1
6.84,0,0,0
6.65,0,0,1
6.75,0,0,1
6.98,0,0,0
7.23,0,0,0
7.51,0,0,1
8.28,0,0,1
7.03,192,10.085,1
6.98,603,133.343,0
6.88,765,360.097,1
7.29,852,590.07,1
6.5,900,788.756,0
7.5,929,938.35,1
7.56,944,1023.985,0
7.22,946,1038.982,1
7.5,936,981.976,0
8.1,915,857.549,0
7.2,874,677.161,1
7.22,804,456.171,1
6.85,673,221.912,1
7.24,392,26.959,1
6.43,0,0,0
6.77,0,0,1
8.46,0,0,0
6.43,0,0,0
6.76,0,0,1
7.61,0,0,0
8.16,0,0,0
6.98,0,0,1
7.45,0,0,0
8.2,0,0,0
8.02,212,9.971,0
7.41,629,133.855,1
7.7,788,363.629,1
7.83,868,594.517,1
6.97,913,794.956,1
6.76,939,945.769,0
6.55,949,1030.414,0
6.6,948,1044.542,0
7.29,936,987.519,1
7.18,911,862.664,0
7.82,868,680.318,0
7.3,185,311.98,1
7.26,456,201.461,0
7.69,0,30.096,0
6.22,0,0,1
6.55,0,0,1
7.36,0,0,0
6.92,0,0,1
7.1,0,0,0
7.5,0,0,0
6.75,0,0,0
6.57,0,0,1
7.05,0,0,1
7.38,0,0,1
6.97,0,17.066,1
6.27,576,131.829,0
7.42,749,360.478,1
7.44,836,590.514,0
6.01,883,789.124,0
6.87,414,794.549,0
7.06,40,460.338,1
6.88,921,1036.24,0
6.95,910,978.487,1
6.21,881,852.986,1
6.88,834,670.484,0
6.21,757,450.322,1
7.01,609,216.905,0
6.83,308,29.985,0
6.53,0,0,1
6.07,0,0,1
7.18,0,0,1
7.02,0,0,0
6.02,0,0,1
6.44,0,0,1
7.02,0,0,1
6.97,0,0,1
6.9,0,0,0
6.46,0,0,0
6.16,0,16.115,0
6,547,130.129,1
6.82,724,356.701,0
7.18,823,588.305,1
6.99,881,790.825,1
6.57,105,542.582,0
6.06,935,1032.801,1
7.35,939,1048.726,0
6.79,499,904.508,1
6.84,535,789.882,1
5.85,42,305.962,1
6.53,788,458.865,0
6.29,649,221.542,1
7.38,341,27.901,0
6.43,0,0,1
6.05,0,0,1
6.7,0,0,1
8.07,0,0,0
6.41,0,0,0
6,0,0,1
6.31,0,0,1
8.15,0,0,1
7.17,0,0,0
6.98,0,0,0
8.14,92,9.914,1
8.15,508,128.956,1
7.37,692,352.083,1
7.48,789,582.204,0
7.49,848,781.433,0
7.05,883,931.369,1
7.9,900,1017.833,0
7.5,905,1033.301,1
8.51,896,976.122,1
7.19,866,849.992,1
7.06,819,669.953,1
6.93,0,82.718,0
6.24,418,195.419,0
7.37,243,29.501,1
7.5,0,0,1
7.68,0,0,0
7.22,0,0,0
7.39,0,0,1
7.77,0,0,1
7.93,0,0,0
7.1,0,0,0
8.16,0,0,1
7.58,0,0,1
6.51,0,0,1
7.34,0,12.312,1
7.29,364,117.411,0
8.37,737,355.395,0
6.63,829,585.437,0
7.39,881,785.3,0
7.65,910,934.289,0
6.31,924,1021.04,1
7.1,926,1035.846,1
7.45,915,978.527,0
6.74,888,852.642,1
7.43,842,670.069,0
7.28,487,398.817,1
7.37,0,27.484,1
7.46,262,27.795,0
6.76,0,0,1
8.31,0,0,1
8.2,0,0,0
6.37,0,0,1
7.62,0,0,1
7.38,0,0,1
7.16,0,0,0
7.5,0,0,1
6.44,0,0,1
6.91,0,0,1
7.77,0,13.263,0
7.16,551,127.038,0
6.25,729,354.211,0
6.09,822,584.339,1
6.52,873,784.422,0
8.01,902,933.521,1
6.33,916,1018.721,1
6.15,917,1034.408,0
6.2,906,976.447,0
6.15,888,853.871,0
7.26,851,673.117,1
6.07,783,452.893,0
6.35,654,216.817,1
7.43,354,24.856,0
6.66,0,0,1
6.94,0,0,0
7.26,0,0,1
6.7,0,0,1
6.96,0,0,0
6.92,0,0,1
6.54,0,0,0
6.43,0,0,0
6.86,0,0,1
7.53,0,0,1
6.38,124,7.749,1
6.13,577,128.593,1
6.3,756,359.38,1
6.67,854,594.462,1
7.47,906,798.195,0
6.35,936,950.706,0
7.35,953,1038.527,1
7.03,956,1053.687,0
6.69,948,996.387,1
6.02,925,870.833,1
6.15,885,685.889,1
6.38,819,461.833,0
7.34,696,222.873,1
8.01,406,22.203,0
6.84,0,0,1
7.01,0,0,1
6.73,0,0,0
7.89,0,0,1
7.4,0,0,1
7.81,0,0,1
6.69,0,0,1
5.87,0,0,0
6.55,0,0,0
7.28,0,0,0
7.01,155,6.989,0
6.44,617,129.742,0
8.59,784,361.904,1
6.95,872,597.176,1
7.53,918,800.673,0
8.08,942,951.519,1
7.48,390,872.36,0
7.52,378,860.247,0
7.22,417,853.874,0
7.77,917,864.29,1
7.07,872,679.051,0
7.34,796,454.375,1
6.54,40,120.919,0
6.44,0,28.065,1
9.03,0,0,1
7.91,0,0,1
7.21,0,0,1
6.56,0,0,0
8.19,0,0,1
7.82,0,0,1
8.05,0,0,0
7.18,0,0,1
7.06,0,0,1
6.32,0,0,0
8,0,0,0
7.16,468,122.24,1
8.15,671,342.769,1
7.23,776,573.092,1
8.04,835,770.886,0
8.09,14,221.93,1
6.99,348,810.312,1
6.55,510,969.183,1
7.29,46,457.852,0
6.55,77,454.286,1
6.96,465,574.89,1
7.28,94,257.301,1
8.12,357,183.358,0
7.58,152,27.108,1
8.08,0,0,0
7.46,0,0,1
6.67,0,0,1
6.18,0,0,0
8.34,0,0,0
8.78,0,0,0
19.47,0,0,1
20.31,0,0,0
21.58,0,0,1
25.4,0,0,0
28.08,0,0,1
27.14,20,76.043,0
26.62,45,177.556,1
25.03,584,536.767,0
25.43,849,772.102,1
25.56,878,920.599,0
24.27,914,1010.811,0
25.65,911,1023.387,1
25.25,168,644.294,1
25.64,217,595.136,0
26.48,131,410.633,1
26.83,86,250.733,0
27.94,70,128.88,1
25.94,11,28.349,0
25.34,0,0,0
26.89,0,0,1
26.98,0,0,0
28.12,0,0,0
23.1,0,0,1
24.38,0,0,0
24.8,0,0,0
23.64,0,0,1
23.18,0,0,1
23.19,0,0,0
22.53,0,0,0
23.32,238,103.916,0
23.06,537,321.511,1
25.78,816,575.372,0
25.07,864,774.007,0
23.85,890,921.909,1
24.2,880,999.912,0
24.34,884,1014.93,1
25.06,875,958.85,0
26.46,854,835.149,1
25.84,333,509.582,1
15.28,306,342.595,1
14.25,578,202.999,1
11.58,248,24.315,1
11.31,0,0,0
10.86,0,0,0
9.27,0,0,1
9.37,0,0,1
8.67,0,0,0
7.83,0,0,0
9.15,0,0,1
8.24,0,0,0
8.9,0,0,1
8.01,0,0,0
9.1,0,0,0
8.78,502,119.891,1
7.36,712,347.425,1
8.11,815,581.725,1
8.76,873,783.41,0
7.26,907,935.855,1
8.06,935,1025.45,1
8.23,938,1040.123,1
9.13,929,982.004,0
8.73,914,856.932,0
8.72,872,672.135,1
8.31,797,446.263,1
8.84,656,209.394,0
7.34,323,20.647,0
7.24,0,0,1
8.65,0,0,1
8.89,0,0,1
8.13,0,0,1
9.01,0,0,1
8.46,0,0,1
7.84,0,0,0
8.88,0,0,0
8.05,0,0,1
7.17,0,0,0
7.75,0,0,1
7.99,507,119.502,0
7.64,706,347.155,1
8.24,807,581.266,0
7.77,865,783.645,0
8.53,899,935.146,0
7.34,920,1023.353,1
8.62,79,559.589,1
8.81,87,510.763,1
7.95,0,23.786,1
8.99,49,316.723,1
8.04,173,295.408,0
8.3,0,3.785,0
8.22,0,0,1
7.68,0,0,0
8.29,0,0,0
8.67,0,0,1
7.99,0,0,0
8.88,0,0,0
9.9,0,0,1
19.94,0,0,0
21.34,0,0,1
21.92,0,0,1
22.43,0,0,1
22.41,0,0,1
22.75,447,117.766,1
23.27,655,338.807,1
22.1,767,571.841,0
22.48,837,774.309,1
22.28,881,929.325,1
21.75,916,1022.95,1
22.03,333,813.265,0
22.17,158,633.203,0
22.41,0,26.642,0
23.39,36,291.401,1
22.99,749,440.71,1
22.12,594,203.025,0
23.01,247,22.627,1
27.63,0,0,1
27.21,0,0,1
27.69,0,0,0
25.95,0,0,1
26.32,0,0,0
25.72,0,0,0
25.28,0,0,1
26.14,0,0,1
26.84,0,0,0
23.53,0,0,0
26.06,0,0,1
26.86,495,118.577,1
27.82,702,345.721,1
27.82,803,579.388,0
28.53,859,779.766,1
25.88,891,931.881,0
27.38,918,1020.358,1
26.17,35,443.71,1
27.6,360,779.58,1
29.04,36,367.074,0
26.91,484,577.126,1
14.22,415,373.234,0
11.2,284,167.753,0
10.35,94,24.121,0
9.12,0,0,0
8.39,0,0,1
8.35,0,0,0
6.94,0,0,1
8.82,0,0,1
8.16,0,0,0
6.77,0,0,0
7.3,0,0,1
7.57,0,0,1
8.02,0,0,0
8.27,0,0,1
8.05,470,116.966,0
7.82,688,342.549,1
6.79,796,577.528,1
6.92,855,780.095,0
5.93,884,930.037,1
7.3,903,1018.173,1
7.22,901,1031.075,1
6.65,137,609.925,0
6.43,531,780.396,0
7.3,804,656.187,1
6.21,703,427.526,0
7.03,522,193.821,1
6.57,175,21.616,0
7.45,0,0,0
7.44,0,0,0
8.01,0,0,0
6.3,0,0,1
6.9,0,0,0
8.38,0,0,0
6.7,0,0,1
6.63,0,0,0
6.12,0,0,1
7.17,0,0,0
7.11,0,0,1
6.97,62,82.619,0
6.56,133,220.395,0
6.81,344,460.264,0
6.78,514,706.156,0
6.57,877,926.162,1
7.76,543,910.897,0
8.36,67,534.382,0
7.54,30,395.774,1
6.41,540,734.504,0
7.58,830,655.333,0
7.3,29,190.039,1
7.01,10,95.452,1
7.56,0,18.007,0
7.17,0,0,1
6.87,0,0,1
7.77,0,0,1
6.4,0,0,0
7.22,0,0,0
9,0,0,1
18.77,0,0,0
20.6,0,0,1
21.99,0,0,0
21.01,0,0,0
27.21,0,0,1
21.82,219,96.583,1
22.82,268,262.726,1
22.76,48,273.896,1
23.93,9,180.206,0
22.24,285,707.877,1
23.97,114,602.556,0
22.61,401,896.565,0
24.38,226,689.992,0
21.95,31,326.36,0
20.67,482,572.607,0
22.54,240,316.109,0
24.67,383,181.48,0
22.12,84,23.312,1
26.04,0,0,1
23.76,0,0,1
24.32,0,0,0
24.85,0,0,0
23.71,0,0,0
20.53,0,0,1
22.41,0,0,0
22.54,0,0,0
21.74,0,0,0
23.25,0,0,0
23,0,0,0
21.61,398,111.739,1
21.95,618,331.315,0
21.7,223,405.596,1
23.99,313,604.94,1
22.37,879,924.923,0
20.72,910,1016.368,1
21.34,917,1031.921,0
22.15,914,975.02,1
22.68,308,651.187,0
23.8,838,657.652,0
22.11,759,431.924,1
12.6,600,192.903,1
9.53,224,17.387,0
7.73,0,0,1
7.59,0,0,1
7.83,0,0,1
6.83,0,0,1
6.54,0,0,0
6.36,0,0,0
